,predicted_met_type,probability,ccf_soma_location,ccf_soma_location_nolayer,ccf_soma_x,ccf_soma_y,ccf_soma_z,distance_soma_moved_out_of_brain_correction,cre_line,azimuth,altitude,auto_projection_subclass,dend_derived_predicted_subclass,dend_derived_predicted_probability,local_axon_derived_subclass,met_classifier_routing_call
192342_6838-X4850-Y2371_reg.swc,L4 IT,1.0,VISal4,VISal,8133.483,1580.1429999999998,9340.764,0.0,Plxnd1-CreER;Ai166_454426-192342,31.27639435674512,7.89633635146135,IT-NP-6b,IT-NP-6b,0.9567057796229168,None,IT-NP-6b
192342_6941-X3482-Y21640_reg.swc,L2/3 IT,1.0,VISp2/3,VISp,8228.721,911.124,8428.291,0.0,Plxnd1-CreER;Ai166_454426-192342,8.905387545218751,-8.464495184217652,IT-NP-6b,IT-NP-6b,0.9676331526056542,None,IT-NP-6b
192342_8032-X5502-Y5809_reg.swc,L4/L5 IT,1.0,VISpor4,VISpor,9584.573,2643.932,1562.4229999999998,41.23105625617661,Plxnd1-CreER;Ai166_454426-192342,40.73739651804642,5.817598829024863,IT-NP-6b,IT-NP-6b,0.9051518078292898,None,IT-NP-6b
192342_8141-X6037-Y23548_reg.swc,L4/L5 IT,1.0,VISpl5,VISpl,9803.029,2257.353,9282.664,0.0,Plxnd1-CreER;Ai166_454426-192342,27.401330074922885,11.236649414225196,IT-NP-6b,IT-NP-6b,0.8415157419406022,None,IT-NP-6b
192343_5742-X3633-Y12817_reg.swc,L2/3 IT,1.0,VISa2/3,VISa,6973.246999999999,548.6669999999998,4263.878,10.0,Plxnd1-CreER;Ai166_454427-192343,37.646559494811655,0.2686508333219488,IT-NP-6b,IT-NP-6b,0.9201804040393629,None,IT-NP-6b
192343_6777-X4052-Y23666_reg.swc,L4 IT,1.0,VISp4,VISp,8376.273000000001,1271.9260000000004,8909.312,0.0,Plxnd1-CreER;Ai166_454427-192343,0.7295625188277491,1.5451721289358724,IT-NP-6b,IT-NP-6b,0.9180880186393092,None,IT-NP-6b
192343_7174-X3824-Y23571_reg.swc,L4 IT,0.936,VISp2/3,VISp,8875.586,1271.628,8857.333,0.0,Plxnd1-CreER;Ai166_454427-192343,2.322608123723169,8.335593644514343,IT-NP-6b,IT-NP-6b,0.9783700372344004,None,IT-NP-6b
192343_7524-X5744-Y25593_reg.swc,L4/L5 IT,1.0,VISpor5,VISpor,9147.339,2433.987,9797.163,0.0,Plxnd1-CreER;Ai166_454427-192343,39.31224983372047,3.5088493148056816,IT-NP-6b,IT-NP-6b,0.9328229562452076,None,IT-NP-6b
192343_7862-X5206-Y6520_reg.swc,L2/3 IT,1.0,VISpor2/3,VISpor,9514.992,2433.05,1554.464,0.0,Plxnd1-CreER;Ai166_454427-192343,38.11864005208899,9.531384493135436,IT-NP-6b,IT-NP-6b,0.9716287509943312,None,IT-NP-6b
194065_6750-X3779-Y21393_reg.swc,L2/3 IT,1.0,VISp2/3,VISp,8287.859,676.355,8100.243,0.0,Cux2-CreERT2;Ai166_458629-194065,27.851761619545503,-12.492469370779093,IT-NP-6b,IT-NP-6b,0.9534346881869824,None,IT-NP-6b
194065_7154-X2800-Y12603_reg.swc,L2/3 IT,1.0,VISpm2/3,VISpm,8825.93,523.9159999999998,4181.065,0.0,Cux2-CreERT2;Ai166_458629-194065,37.28654818710605,2.8525210285519185,IT-NP-6b,IT-NP-6b,0.9642294420806452,None,IT-NP-6b
194069_7629-X6739-Y7566_reg.swc,L5 NP,1.0,VISl5,VISl,9414.374,2068.96,2236.475,17.320508075688775,Fezf2-CreER;Ai166_455391-194069,24.34929947372905,17.80349251679078,IT-NP-6b,IT-NP-6b,0.6692394381694459,None,IT-NP-6b
194079_7452-X4416-Y23624_reg.swc,L4/L5 IT,1.0,VISl5,VISl,9187.138,1877.787,9183.577,0.0,Plxnd1-CreER;Ai166_481971-194079,20.48367522276283,17.46946125811737,IT-NP-6b,IT-NP-6b,0.806051107871249,None,IT-NP-6b
194083_6472-X2866-Y11440_reg.swc,L5 NP,0.938,VISpm5,VISpm,8134.304,790.497,4088.169,0.0,Tle4-CreER;Ai166_482503-194083,29.2300547859612,5.176675103891389,IT-NP-6b,IT-NP-6b,0.7749356310836225,None,IT-NP-6b
201603_6288-X7138-Y5937_reg.swc,L6b,1.0,or,VISrl,7945.411,1635.2820000000006,8464.103000000001,0.0,Nxph4-T2A-CreERT2;Ai166_474594-201603,4.309695444460636,-6.472979469679262,IT-NP-6b,IT-NP-6b,0.4827260227650691,None,IT-NP-6b
211541_6809-X4199-Y14576_reg.swc,L4/L5 IT,0.738,VISli4,VISli,8871.871,2122.359,1687.54,0.0,Gpr139-IRES2-FlpO-WPRE_577267-211541 AiP1046+C-GFP RO),30.53789473823604,-2.92274858930236,IT-NP-6b,IT-NP-6b,0.9839816900204622,None,IT-NP-6b
211541_7198-X4422-Y13840_reg.swc,L5/L6 IT Car3,1.0,VISpor6a,VISpor,9168.771,2640.4240000000004,1881.371,0.0,Gpr139-IRES2-FlpO-WPRE_577267-211541 AiP1046+C-GFP RO),42.26119454173441,9.094598545017334,IT-NP-6b,IT-NP-6b,0.7761551647321234,None,IT-NP-6b
211541_7397-X6860-Y15587_reg.swc,L6 IT-1,0.974,VISp6a,VISp,9538.182,1807.493,2869.395,0.0,Gpr139-IRES2-FlpO-WPRE_577267-211541 AiP1046+C-GFP RO),31.694528851695093,22.741343015513635,IT-NP-6b,IT-NP-6b,0.7481561336569622,None,IT-NP-6b
211541_7408-X19719-Y16313_reg.swc,L4 IT,1.0,VISp4,VISp,9141.486,1421.598,8768.263,0.0,Gpr139-IRES2-FlpO-WPRE_577267-211541 AiP1046+C-GFP RO),9.93771720884678,13.062245089921795,IT-NP-6b,IT-NP-6b,0.8880853521219245,None,IT-NP-6b
211541_7867-X20439-Y14832_reg.swc,L5/L6 IT Car3,1.0,VISl6a,VISl,9537.157,2311.059,9036.706,0.0,Gpr139-IRES2-FlpO-WPRE_577267-211541 AiP1046+C-GFP RO),25.94367598003389,12.77712646474301,IT-NP-6b,IT-NP-6b,0.6859610054907299,None,IT-NP-6b
220307_6913-X8802-Y21284_reg.swc,L5 IT-2,0.642,VISa5,VISa,7513.59,896.572,3861.875,0.0,Batf3-IRES2-FlpO-WPRE-neo_609510-220307 (F-GFP RO),49.016201998608416,-0.2291113578344877,IT-NP-6b,IT-NP-6b,0.6569107498953975,None,IT-NP-6b
220307_7116-X8416-Y21177_reg.swc,L4/L5 IT,1.0,VISam5,VISam,7771.001,890.135,3684.043,0.0,Batf3-IRES2-FlpO-WPRE-neo_609510-220307 (F-GFP RO),38.38462957245877,-8.683066263484355,IT-NP-6b,IT-NP-6b,0.8299119203969592,None,IT-NP-6b
220307_7390-X9129-Y21344_reg.swc,L4/L5 IT,1.0,VISpm5,VISpm,8094.675,726.073,4024.148,0.0,Batf3-IRES2-FlpO-WPRE-neo_609510-220307 (F-GFP RO),29.437224695800435,4.689133998245581,IT-NP-6b,IT-NP-6b,0.9358671503184544,None,IT-NP-6b
220308_6541-X9681-Y17291_reg.swc,L5 IT-2,0.926,VISp5,VISp,7912.973000000001,1083.712,3457.463,0.0,Batf3-IRES2-FlpO-WPRE-neo_609513-220308 (F-GFP RO),30.20460949595241,-18.38233223927396,IT-NP-6b,IT-NP-6b,0.6269732331417422,None,IT-NP-6b
220308_6638-X10400-Y17315_reg.swc,L5 IT-2,0.948,VISpm5,VISpm,8024.634,1038.28,3773.239,0.0,Batf3-IRES2-FlpO-WPRE-neo_609513-220308 (F-GFP RO),33.79719425054955,-7.449644624229925,IT-NP-6b,IT-NP-6b,0.6185306099606092,None,IT-NP-6b
220308_6723-X23664-Y14930_reg.swc,L4/L5 IT,0.746,VISal5,VISal,8106.749,1989.407,9434.621,0.0,Batf3-IRES2-FlpO-WPRE-neo_609513-220308 (F-GFP RO),45.27788448114208,1.6853798822512305,IT-NP-6b,IT-NP-6b,0.5854727988422868,None,IT-NP-6b
220308_6761-X10353-Y16971_reg.swc,L6b,1.0,or,VISp,8176.83,1307.747,3775.523,0.0,Batf3-IRES2-FlpO-WPRE-neo_609513-220308 (F-GFP RO),38.95382289433648,-11.435113260744732,IT-NP-6b,IT-NP-6b,0.7929310284963857,None,IT-NP-6b
220308_7065-X21542-Y16233_reg.swc,L5 IT-2,1.0,VISp5,VISp,8533.034,1438.5929999999994,8503.56,0.0,Batf3-IRES2-FlpO-WPRE-neo_609513-220308 (F-GFP RO),3.2149381204681418,2.430912917156176,IT-NP-6b,IT-NP-6b,0.5447491841292029,None,IT-NP-6b
220308_7209-X6269-Y16507_reg.swc,L4 IT,1.0,VISl2/3,VISl,8757.293,1628.939,2015.247,0.0,Batf3-IRES2-FlpO-WPRE-neo_609513-220308 (F-GFP RO),19.49232288963903,4.06995269796529,IT-NP-6b,IT-NP-6b,0.8964381118381449,None,IT-NP-6b
220308_7775-X8240-Y16877_reg.swc,L5 IT-2,0.902,VISp5,VISp,9435.525,1474.812,2898.801,0.0,Batf3-IRES2-FlpO-WPRE-neo_609513-220308 (F-GFP RO),29.00429641867384,16.672933125968644,IT-NP-6b,IT-NP-6b,0.6902779016482589,None,IT-NP-6b
220309_6744-X9496-Y18547_reg.swc,L2/3 IT,1.0,VISpm2/3,VISpm,8330.956,613.443,3896.957,0.0,Batf3-IRES2-FlpO-WPRE-neo-609514-220309 (F-GFP ICV),40.59893310180618,0.3767568633816727,IT-NP-6b,IT-NP-6b,0.974075273127454,None,IT-NP-6b
220315_6442-X7542-Y17434_reg.swc,L4 IT,1.0,VISrl4,VISrl,7748.333,1263.903,2541.564,0.0,Chrna6-IRES2-FlpO-neo_605599-220315 (F-GFP RO),17.47311894718735,-1.4213308211847122,IT-NP-6b,IT-NP-6b,0.8807986495963273,None,IT-NP-6b
